identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
Sacred Creatures 006_page_55,Sacred Creatures 006,55,story,story,0.02,0.046,0.489,0.023,0.24,0.034,0.089,0.027,0.032
Sacred Creatures 006_page_56,Sacred Creatures 006,56,story,story,0.019,0.04,0.484,0.022,0.25,0.029,0.098,0.027,0.031
Sacred Creatures 006_page_57,Sacred Creatures 006,57,story,first-page,0.067,0.041,0.107,0.014,0.325,0.041,0.262,0.044,0.099
Sacred Creatures 006_page_58,Sacred Creatures 006,58,story,first-page,0.056,0.068,0.128,0.014,0.344,0.037,0.231,0.024,0.098
Sacred Creatures 006_page_59,Sacred Creatures 006,59,advertisement,advertisement,0.744,0.024,0.022,0.016,0.017,0.019,0.044,0.03,0.084
Sacred Creatures 006_page_60,Sacred Creatures 006,60,advertisement,advertisement,0.753,0.021,0.02,0.015,0.017,0.016,0.041,0.039,0.078
Sacred Creatures 006_page_61,Sacred Creatures 006,61,back_cover,back_cover,0.068,0.028,0.036,0.017,0.033,0.057,0.039,0.042,0.681
L.E.G.I.O.N. (1989-1994) Annual 005_page_0,L.E.G.I.O.N. (1989-1994) Annual 005,0,cover,cover,0.016,0.754,0.015,0.011,0.016,0.044,0.104,0.008,0.032
L.E.G.I.O.N. (1989-1994) Annual 005_page_1,L.E.G.I.O.N. (1989-1994) Annual 005,1,cover,advertisement,0.27,0.029,0.044,0.02,0.096,0.044,0.15,0.237,0.111
L.E.G.I.O.N. (1989-1994) Annual 005_page_2,L.E.G.I.O.N. (1989-1994) Annual 005,2,first-page,story,0.02,0.035,0.441,0.019,0.289,0.027,0.11,0.027,0.032
L.E.G.I.O.N. (1989-1994) Annual 005_page_3,L.E.G.I.O.N. (1989-1994) Annual 005,3,story,story,0.021,0.027,0.323,0.017,0.312,0.022,0.167,0.041,0.07
L.E.G.I.O.N. (1989-1994) Annual 005_page_4,L.E.G.I.O.N. (1989-1994) Annual 005,4,story,story,0.018,0.038,0.44,0.021,0.289,0.029,0.106,0.028,0.031
L.E.G.I.O.N. (1989-1994) Annual 005_page_5,L.E.G.I.O.N. (1989-1994) Annual 005,5,story,story,0.018,0.033,0.438,0.019,0.291,0.025,0.116,0.028,0.033
L.E.G.I.O.N. (1989-1994) Annual 005_page_6,L.E.G.I.O.N. (1989-1994) Annual 005,6,story,story,0.018,0.038,0.487,0.02,0.248,0.026,0.103,0.025,0.035
L.E.G.I.O.N. (1989-1994) Annual 005_page_7,L.E.G.I.O.N. (1989-1994) Annual 005,7,story,story,0.021,0.104,0.326,0.022,0.262,0.069,0.126,0.025,0.046
L.E.G.I.O.N. (1989-1994) Annual 005_page_8,L.E.G.I.O.N. (1989-1994) Annual 005,8,story,story,0.019,0.044,0.489,0.021,0.242,0.028,0.099,0.025,0.033
L.E.G.I.O.N. (1989-1994) Annual 005_page_9,L.E.G.I.O.N. (1989-1994) Annual 005,9,story,story,0.019,0.048,0.471,0.021,0.248,0.03,0.103,0.025,0.033
L.E.G.I.O.N. (1989-1994) Annual 005_page_10,L.E.G.I.O.N. (1989-1994) Annual 005,10,story,story,0.021,0.044,0.448,0.021,0.275,0.03,0.106,0.024,0.032
L.E.G.I.O.N. (1989-1994) Annual 005_page_11,L.E.G.I.O.N. (1989-1994) Annual 005,11,story,story,0.019,0.033,0.456,0.02,0.275,0.024,0.113,0.029,0.031
L.E.G.I.O.N. (1989-1994) Annual 005_page_12,L.E.G.I.O.N. (1989-1994) Annual 005,12,story,story,0.02,0.052,0.464,0.022,0.247,0.031,0.108,0.023,0.035
L.E.G.I.O.N. (1989-1994) Annual 005_page_13,L.E.G.I.O.N. (1989-1994) Annual 005,13,story,story,0.02,0.041,0.462,0.021,0.264,0.027,0.109,0.024,0.032
L.E.G.I.O.N. (1989-1994) Annual 005_page_14,L.E.G.I.O.N. (1989-1994) Annual 005,14,story,story,0.021,0.032,0.439,0.021,0.281,0.021,0.127,0.026,0.03
L.E.G.I.O.N. (1989-1994) Annual 005_page_15,L.E.G.I.O.N. (1989-1994) Annual 005,15,story,story,0.021,0.034,0.435,0.02,0.291,0.028,0.113,0.026,0.032
L.E.G.I.O.N. (1989-1994) Annual 005_page_16,L.E.G.I.O.N. (1989-1994) Annual 005,16,story,story,0.019,0.036,0.488,0.021,0.248,0.024,0.106,0.026,0.031
L.E.G.I.O.N. (1989-1994) Annual 005_page_17,L.E.G.I.O.N. (1989-1994) Annual 005,17,story,story,0.019,0.037,0.475,0.019,0.258,0.025,0.107,0.025,0.035
L.E.G.I.O.N. (1989-1994) Annual 005_page_18,L.E.G.I.O.N. (1989-1994) Annual 005,18,story,story,0.019,0.04,0.501,0.02,0.235,0.028,0.096,0.025,0.035
L.E.G.I.O.N. (1989-1994) Annual 005_page_19,L.E.G.I.O.N. (1989-1994) Annual 005,19,story,story,0.018,0.043,0.461,0.021,0.263,0.029,0.106,0.027,0.032
L.E.G.I.O.N. (1989-1994) Annual 005_page_20,L.E.G.I.O.N. (1989-1994) Annual 005,20,story,story,0.02,0.055,0.456,0.022,0.253,0.031,0.105,0.023,0.034
L.E.G.I.O.N. (1989-1994) Annual 005_page_21,L.E.G.I.O.N. (1989-1994) Annual 005,21,story,story,0.019,0.046,0.502,0.022,0.223,0.028,0.102,0.024,0.034
L.E.G.I.O.N. (1989-1994) Annual 005_page_22,L.E.G.I.O.N. (1989-1994) Annual 005,22,story,story,0.019,0.048,0.474,0.022,0.247,0.034,0.096,0.026,0.034
L.E.G.I.O.N. (1989-1994) Annual 005_page_23,L.E.G.I.O.N. (1989-1994) Annual 005,23,story,story,0.019,0.051,0.47,0.022,0.246,0.034,0.098,0.025,0.034
L.E.G.I.O.N. (1989-1994) Annual 005_page_24,L.E.G.I.O.N. (1989-1994) Annual 005,24,story,story,0.019,0.03,0.428,0.018,0.292,0.023,0.124,0.028,0.038
L.E.G.I.O.N. (1989-1994) Annual 005_page_25,L.E.G.I.O.N. (1989-1994) Annual 005,25,story,story,0.019,0.039,0.46,0.021,0.265,0.024,0.115,0.024,0.033
L.E.G.I.O.N. (1989-1994) Annual 005_page_26,L.E.G.I.O.N. (1989-1994) Annual 005,26,story,story,0.019,0.053,0.469,0.022,0.244,0.033,0.103,0.024,0.035
L.E.G.I.O.N. (1989-1994) Annual 005_page_27,L.E.G.I.O.N. (1989-1994) Annual 005,27,story,story,0.018,0.03,0.445,0.018,0.284,0.024,0.113,0.031,0.038
L.E.G.I.O.N. (1989-1994) Annual 005_page_28,L.E.G.I.O.N. (1989-1994) Annual 005,28,credits,first-page,0.024,0.089,0.236,0.014,0.286,0.122,0.121,0.031,0.077
L.E.G.I.O.N. (1989-1994) Annual 005_page_29,L.E.G.I.O.N. (1989-1994) Annual 005,29,first-page,story,0.019,0.038,0.47,0.02,0.264,0.026,0.105,0.025,0.034
L.E.G.I.O.N. (1989-1994) Annual 005_page_30,L.E.G.I.O.N. (1989-1994) Annual 005,30,story,story,0.019,0.043,0.467,0.021,0.261,0.029,0.103,0.025,0.033
L.E.G.I.O.N. (1989-1994) Annual 005_page_31,L.E.G.I.O.N. (1989-1994) Annual 005,31,story,story,0.02,0.049,0.431,0.021,0.285,0.039,0.096,0.026,0.033
L.E.G.I.O.N. (1989-1994) Annual 005_page_32,L.E.G.I.O.N. (1989-1994) Annual 005,32,story,story,0.02,0.043,0.462,0.019,0.261,0.031,0.105,0.024,0.036
L.E.G.I.O.N. (1989-1994) Annual 005_page_33,L.E.G.I.O.N. (1989-1994) Annual 005,33,story,story,0.018,0.049,0.45,0.019,0.26,0.035,0.105,0.024,0.04
L.E.G.I.O.N. (1989-1994) Annual 005_page_34,L.E.G.I.O.N. (1989-1994) Annual 005,34,story,story,0.017,0.06,0.449,0.02,0.243,0.035,0.111,0.023,0.04
L.E.G.I.O.N. (1989-1994) Annual 005_page_35,L.E.G.I.O.N. (1989-1994) Annual 005,35,story,story,0.018,0.059,0.458,0.021,0.245,0.038,0.098,0.026,0.036
L.E.G.I.O.N. (1989-1994) Annual 005_page_36,L.E.G.I.O.N. (1989-1994) Annual 005,36,story,story,0.019,0.051,0.463,0.02,0.249,0.036,0.1,0.023,0.038
L.E.G.I.O.N. (1989-1994) Annual 005_page_37,L.E.G.I.O.N. (1989-1994) Annual 005,37,story,first-page,0.034,0.079,0.179,0.012,0.344,0.081,0.168,0.023,0.08
L.E.G.I.O.N. (1989-1994) Annual 005_page_38,L.E.G.I.O.N. (1989-1994) Annual 005,38,story,story,0.02,0.056,0.426,0.018,0.27,0.036,0.11,0.022,0.042
L.E.G.I.O.N. (1989-1994) Annual 005_page_39,L.E.G.I.O.N. (1989-1994) Annual 005,39,story,story,0.019,0.035,0.455,0.019,0.27,0.024,0.116,0.024,0.038
L.E.G.I.O.N. (1989-1994) Annual 005_page_40,L.E.G.I.O.N. (1989-1994) Annual 005,40,story,story,0.019,0.057,0.49,0.022,0.217,0.036,0.097,0.024,0.039
L.E.G.I.O.N. (1989-1994) Annual 005_page_41,L.E.G.I.O.N. (1989-1994) Annual 005,41,story,story,0.019,0.043,0.456,0.019,0.263,0.027,0.113,0.023,0.038
L.E.G.I.O.N. (1989-1994) Annual 005_page_42,L.E.G.I.O.N. (1989-1994) Annual 005,42,story,first-page,0.022,0.097,0.277,0.021,0.316,0.057,0.145,0.028,0.036
L.E.G.I.O.N. (1989-1994) Annual 005_page_43,L.E.G.I.O.N. (1989-1994) Annual 005,43,story,story,0.019,0.059,0.461,0.024,0.239,0.031,0.112,0.024,0.032
L.E.G.I.O.N. (1989-1994) Annual 005_page_44,L.E.G.I.O.N. (1989-1994) Annual 005,44,story,story,0.019,0.042,0.488,0.021,0.241,0.026,0.106,0.024,0.033
L.E.G.I.O.N. (1989-1994) Annual 005_page_45,L.E.G.I.O.N. (1989-1994) Annual 005,45,story,story,0.019,0.053,0.477,0.021,0.238,0.035,0.095,0.024,0.038
L.E.G.I.O.N. (1989-1994) Annual 005_page_46,L.E.G.I.O.N. (1989-1994) Annual 005,46,story,story,0.023,0.034,0.394,0.019,0.319,0.025,0.129,0.024,0.032
L.E.G.I.O.N. (1989-1994) Annual 005_page_47,L.E.G.I.O.N. (1989-1994) Annual 005,47,story,advertisement,0.659,0.024,0.022,0.016,0.03,0.018,0.059,0.06,0.113
L.E.G.I.O.N. (1989-1994) Annual 005_page_48,L.E.G.I.O.N. (1989-1994) Annual 005,48,story,back_cover,0.173,0.152,0.032,0.018,0.052,0.031,0.159,0.021,0.362
L.E.G.I.O.N. (1989-1994) Annual 005_page_49,L.E.G.I.O.N. (1989-1994) Annual 005,49,story,story,0.018,0.045,0.375,0.015,0.313,0.044,0.117,0.028,0.043
L.E.G.I.O.N. (1989-1994) Annual 005_page_50,L.E.G.I.O.N. (1989-1994) Annual 005,50,art,cover,0.056,0.587,0.027,0.014,0.03,0.031,0.202,0.012,0.041
L.E.G.I.O.N. (1989-1994) Annual 005_page_51,L.E.G.I.O.N. (1989-1994) Annual 005,51,first-page,cover,0.039,0.555,0.031,0.013,0.048,0.036,0.194,0.011,0.073
L.E.G.I.O.N. (1989-1994) Annual 005_page_52,L.E.G.I.O.N. (1989-1994) Annual 005,52,story,first-page,0.019,0.213,0.162,0.016,0.24,0.051,0.207,0.018,0.074
L.E.G.I.O.N. (1989-1994) Annual 005_page_53,L.E.G.I.O.N. (1989-1994) Annual 005,53,story,cover,0.101,0.3,0.053,0.016,0.093,0.029,0.286,0.018,0.104
L.E.G.I.O.N. (1989-1994) Annual 005_page_54,L.E.G.I.O.N. (1989-1994) Annual 005,54,story,story,0.02,0.043,0.392,0.019,0.314,0.028,0.126,0.023,0.035
L.E.G.I.O.N. (1989-1994) Annual 005_page_55,L.E.G.I.O.N. (1989-1994) Annual 005,55,story,first-page,0.052,0.047,0.144,0.016,0.33,0.045,0.247,0.026,0.093
L.E.G.I.O.N. (1989-1994) Annual 005_page_56,L.E.G.I.O.N. (1989-1994) Annual 005,56,story,cover,0.085,0.306,0.047,0.016,0.096,0.036,0.266,0.017,0.129
L.E.G.I.O.N. (1989-1994) Annual 005_page_57,L.E.G.I.O.N. (1989-1994) Annual 005,57,back_cover,text,0.036,0.035,0.023,0.023,0.055,0.281,0.056,0.356,0.135
RCS2053D - Unknown_page_0,RCS2053D - Unknown,0,credits,cover,0.037,0.624,0.017,0.012,0.024,0.056,0.176,0.011,0.043
RCS2053D - Unknown_page_1,RCS2053D - Unknown,1,credits,text,0.181,0.03,0.028,0.04,0.036,0.132,0.061,0.442,0.05
RCS2053D - Unknown_page_2,RCS2053D - Unknown,2,first-page,first-page,0.027,0.067,0.224,0.016,0.347,0.024,0.2,0.021,0.073
RCS2053D - Unknown_page_3,RCS2053D - Unknown,3,art,first-page,0.038,0.051,0.19,0.015,0.413,0.051,0.172,0.024,0.046
RCS2053D - Unknown_page_4,RCS2053D - Unknown,4,first-page,story,0.021,0.072,0.33,0.02,0.315,0.05,0.129,0.024,0.038
RCS2053D - Unknown_page_5,RCS2053D - Unknown,5,story,story,0.019,0.035,0.444,0.02,0.287,0.027,0.108,0.029,0.031
RCS2053D - Unknown_page_6,RCS2053D - Unknown,6,story,story,0.018,0.03,0.359,0.02,0.347,0.024,0.134,0.037,0.03
RCS2053D - Unknown_page_7,RCS2053D - Unknown,7,story,story,0.019,0.038,0.477,0.022,0.258,0.025,0.105,0.026,0.031
RCS2053D - Unknown_page_8,RCS2053D - Unknown,8,story,first-page,0.021,0.124,0.257,0.023,0.283,0.05,0.182,0.021,0.039
RCS2053D - Unknown_page_9,RCS2053D - Unknown,9,story,first-page,0.019,0.025,0.345,0.017,0.356,0.026,0.131,0.043,0.036
RCS2053D - Unknown_page_10,RCS2053D - Unknown,10,story,story,0.019,0.047,0.476,0.021,0.249,0.028,0.101,0.023,0.035
RCS2053D - Unknown_page_11,RCS2053D - Unknown,11,story,story,0.018,0.028,0.476,0.02,0.26,0.023,0.103,0.037,0.034
RCS2053D - Unknown_page_12,RCS2053D - Unknown,12,story,art,0.187,0.06,0.053,0.023,0.109,0.062,0.334,0.103,0.068
RCS2053D - Unknown_page_13,RCS2053D - Unknown,13,story,first-page,0.022,0.061,0.321,0.023,0.337,0.037,0.145,0.023,0.031
RCS2053D - Unknown_page_14,RCS2053D - Unknown,14,story,story,0.019,0.031,0.501,0.023,0.246,0.023,0.095,0.033,0.03
RCS2053D - Unknown_page_15,RCS2053D - Unknown,15,story,story,0.018,0.027,0.479,0.021,0.252,0.023,0.111,0.036,0.033
RCS2053D - Unknown_page_16,RCS2053D - Unknown,16,story,story,0.018,0.029,0.45,0.021,0.271,0.023,0.121,0.033,0.035
RCS2053D - Unknown_page_17,RCS2053D - Unknown,17,story,story,0.018,0.041,0.512,0.022,0.227,0.025,0.096,0.025,0.035
RCS2053D - Unknown_page_18,RCS2053D - Unknown,18,story,story,0.019,0.03,0.488,0.021,0.246,0.021,0.109,0.032,0.035
RCS2053D - Unknown_page_19,RCS2053D - Unknown,19,story,story,0.021,0.023,0.375,0.024,0.298,0.026,0.127,0.071,0.035
RCS2053D - Unknown_page_20,RCS2053D - Unknown,20,story,back_cover,0.2,0.024,0.048,0.017,0.078,0.045,0.146,0.173,0.27
RCS2053D - Unknown_page_21,RCS2053D - Unknown,21,story,first-page,0.037,0.023,0.222,0.019,0.337,0.02,0.219,0.067,0.056
RCS2053D - Unknown_page_22,RCS2053D - Unknown,22,story,story,0.018,0.035,0.453,0.019,0.279,0.025,0.109,0.025,0.035
RCS2053D - Unknown_page_23,RCS2053D - Unknown,23,story,story,0.018,0.029,0.409,0.017,0.302,0.021,0.134,0.032,0.038
RCS2053D - Unknown_page_24,RCS2053D - Unknown,24,story,story,0.018,0.027,0.43,0.018,0.287,0.024,0.125,0.033,0.038
RCS2053D - Unknown_page_25,RCS2053D - Unknown,25,story,story,0.018,0.039,0.473,0.019,0.257,0.027,0.104,0.025,0.039
RCS2053D - Unknown_page_26,RCS2053D - Unknown,26,story,first-page,0.02,0.025,0.315,0.016,0.381,0.026,0.136,0.042,0.039
RCS2053D - Unknown_page_27,RCS2053D - Unknown,27,story,story,0.019,0.035,0.494,0.021,0.248,0.023,0.102,0.027,0.031
RCS2053D - Unknown_page_28,RCS2053D - Unknown,28,art,story,0.018,0.037,0.448,0.018,0.289,0.028,0.099,0.028,0.036
RCS2053D - Unknown_page_29,RCS2053D - Unknown,29,advertisement,advertisement,0.757,0.017,0.021,0.016,0.018,0.014,0.035,0.042,0.08
RCS2053D - Unknown_page_30,RCS2053D - Unknown,30,first-page,text,0.044,0.015,0.032,0.023,0.069,0.05,0.055,0.689,0.024
RCS2053D - Unknown_page_31,RCS2053D - Unknown,31,art,first-page,0.022,0.026,0.276,0.021,0.372,0.033,0.154,0.064,0.032
RCS2053D - Unknown_page_32,RCS2053D - Unknown,32,first-page,first-page,0.019,0.027,0.337,0.02,0.337,0.022,0.158,0.044,0.036
RCS2053D - Unknown_page_33,RCS2053D - Unknown,33,story,story,0.019,0.036,0.458,0.019,0.278,0.025,0.105,0.025,0.035
RCS2053D - Unknown_page_34,RCS2053D - Unknown,34,story,first-page,0.021,0.025,0.311,0.022,0.346,0.026,0.155,0.06,0.034
RCS2053D - Unknown_page_35,RCS2053D - Unknown,35,story,story,0.02,0.024,0.342,0.019,0.338,0.023,0.15,0.046,0.038
RCS2053D - Unknown_page_36,RCS2053D - Unknown,36,story,story,0.019,0.028,0.414,0.02,0.3,0.022,0.129,0.035,0.032
RCS2053D - Unknown_page_37,RCS2053D - Unknown,37,story,story,0.018,0.033,0.436,0.02,0.292,0.023,0.118,0.027,0.032
RCS2053D - Unknown_page_38,RCS2053D - Unknown,38,story,story,0.017,0.033,0.382,0.018,0.33,0.023,0.132,0.028,0.037
RCS2053D - Unknown_page_39,RCS2053D - Unknown,39,advertisement,advertisement,0.683,0.018,0.022,0.019,0.02,0.02,0.047,0.046,0.125
RCS2053D - Unknown_page_40,RCS2053D - Unknown,40,first-page,first-page,0.088,0.028,0.094,0.018,0.286,0.034,0.221,0.158,0.073
RCS2053D - Unknown_page_41,RCS2053D - Unknown,41,art,story,0.022,0.026,0.332,0.025,0.322,0.027,0.139,0.078,0.029
RCS2053D - Unknown_page_42,RCS2053D - Unknown,42,first-page,story,0.02,0.038,0.455,0.023,0.275,0.031,0.099,0.032,0.028
RCS2053D - Unknown_page_43,RCS2053D - Unknown,43,art,story,0.02,0.03,0.403,0.022,0.307,0.022,0.134,0.034,0.029
RCS2053D - Unknown_page_44,RCS2053D - Unknown,44,first-page,first-page,0.019,0.028,0.352,0.017,0.355,0.025,0.137,0.034,0.036
RCS2053D - Unknown_page_45,RCS2053D - Unknown,45,story,first-page,0.024,0.025,0.324,0.024,0.343,0.024,0.143,0.064,0.03
RCS2053D - Unknown_page_46,RCS2053D - Unknown,46,story,story,0.019,0.035,0.451,0.021,0.28,0.024,0.11,0.029,0.03
RCS2053D - Unknown_page_47,RCS2053D - Unknown,47,story,story,0.018,0.039,0.417,0.021,0.301,0.024,0.124,0.026,0.03
RCS2053D - Unknown_page_48,RCS2053D - Unknown,48,story,story,0.018,0.037,0.37,0.017,0.349,0.024,0.123,0.025,0.036
RCS2053D - Unknown_page_49,RCS2053D - Unknown,49,story,story,0.018,0.04,0.47,0.024,0.261,0.025,0.106,0.028,0.028
RCS2053D - Unknown_page_50,RCS2053D - Unknown,50,story,story,0.019,0.03,0.395,0.019,0.321,0.022,0.13,0.03,0.033
RCS2053D - Unknown_page_51,RCS2053D - Unknown,51,credits,text,0.18,0.019,0.028,0.025,0.047,0.053,0.069,0.522,0.056
RCS2053D - Unknown_page_52,RCS2053D - Unknown,52,first-page,story,0.02,0.028,0.392,0.02,0.312,0.021,0.142,0.033,0.032
RCS2053D - Unknown_page_53,RCS2053D - Unknown,53,story,story,0.02,0.034,0.43,0.019,0.295,0.024,0.119,0.025,0.032
RCS2053D - Unknown_page_54,RCS2053D - Unknown,54,story,first-page,0.022,0.026,0.333,0.02,0.347,0.022,0.156,0.043,0.031
RCS2053D - Unknown_page_55,RCS2053D - Unknown,55,story,story,0.023,0.047,0.375,0.019,0.309,0.027,0.147,0.023,0.03
RCS2053D - Unknown_page_56,RCS2053D - Unknown,56,story,story,0.02,0.038,0.47,0.02,0.262,0.023,0.11,0.024,0.033
RCS2053D - Unknown_page_57,RCS2053D - Unknown,57,story,story,0.019,0.028,0.393,0.017,0.317,0.021,0.138,0.03,0.036
RCS2053D - Unknown_page_58,RCS2053D - Unknown,58,story,story,0.019,0.033,0.42,0.017,0.305,0.023,0.121,0.025,0.036
RCS2053D - Unknown_page_59,RCS2053D - Unknown,59,story,first-page,0.045,0.026,0.132,0.012,0.37,0.041,0.201,0.046,0.126
RCS2053D - Unknown_page_60,RCS2053D - Unknown,60,story,story,0.022,0.029,0.368,0.022,0.335,0.023,0.14,0.035,0.027
RCS2053D - Unknown_page_61,RCS2053D - Unknown,61,story,story,0.021,0.037,0.461,0.021,0.269,0.026,0.109,0.024,0.032
RCS2053D - Unknown_page_62,RCS2053D - Unknown,62,advertisement,story,0.023,0.024,0.374,0.02,0.313,0.02,0.149,0.039,0.038
RCS2053D - Unknown_page_63,RCS2053D - Unknown,63,first-page,story,0.022,0.023,0.345,0.019,0.33,0.02,0.158,0.042,0.04
RCS2053D - Unknown_page_64,RCS2053D - Unknown,64,story,story,0.022,0.025,0.368,0.021,0.318,0.02,0.151,0.041,0.034
RCS2053D - Unknown_page_65,RCS2053D - Unknown,65,story,story,0.022,0.029,0.347,0.017,0.342,0.02,0.154,0.029,0.04
RCS2053D - Unknown_page_66,RCS2053D - Unknown,66,advertisement,advertisement,0.721,0.018,0.019,0.016,0.018,0.018,0.041,0.049,0.098
RCS2053D - Unknown_page_67,RCS2053D - Unknown,67,back_cover,advertisement,0.393,0.026,0.027,0.02,0.032,0.03,0.083,0.044,0.346
The Forever War 002_page_0,The Forever War 002,0,cover,cover,0.087,0.569,0.023,0.013,0.024,0.065,0.155,0.012,0.05
The Forever War 002_page_1,The Forever War 002,1,cover,advertisement,0.499,0.022,0.029,0.024,0.023,0.092,0.05,0.084,0.177
The Forever War 002_page_2,The Forever War 002,2,first-page,story,0.021,0.026,0.353,0.022,0.333,0.022,0.146,0.044,0.032
The Forever War 002_page_3,The Forever War 002,3,story,story,0.018,0.031,0.403,0.018,0.309,0.021,0.132,0.031,0.037
The Forever War 002_page_4,The Forever War 002,4,story,story,0.018,0.032,0.446,0.019,0.279,0.022,0.12,0.029,0.035
The Forever War 002_page_5,The Forever War 002,5,story,story,0.017,0.043,0.448,0.019,0.271,0.024,0.117,0.024,0.038
The Forever War 002_page_6,The Forever War 002,6,story,story,0.018,0.03,0.411,0.017,0.3,0.022,0.13,0.032,0.041
The Forever War 002_page_7,The Forever War 002,7,story,first-page,0.019,0.026,0.339,0.017,0.35,0.024,0.141,0.044,0.04
The Forever War 002_page_8,The Forever War 002,8,story,story,0.018,0.041,0.456,0.019,0.254,0.022,0.124,0.025,0.041
The Forever War 002_page_9,The Forever War 002,9,story,story,0.018,0.033,0.429,0.018,0.282,0.021,0.13,0.028,0.04
The Forever War 002_page_10,The Forever War 002,10,story,story,0.018,0.039,0.466,0.018,0.26,0.024,0.111,0.025,0.04
The Forever War 002_page_11,The Forever War 002,11,story,story,0.018,0.035,0.468,0.019,0.264,0.024,0.109,0.026,0.036
The Forever War 002_page_12,The Forever War 002,12,story,story,0.018,0.034,0.46,0.02,0.273,0.022,0.111,0.027,0.035
The Forever War 002_page_13,The Forever War 002,13,art,story,0.017,0.036,0.483,0.019,0.25,0.023,0.107,0.027,0.037
The Forever War 002_page_14,The Forever War 002,14,first-page,story,0.018,0.031,0.397,0.017,0.316,0.022,0.132,0.029,0.038
The Forever War 002_page_15,The Forever War 002,15,story,story,0.018,0.038,0.421,0.019,0.299,0.027,0.117,0.026,0.034
The Forever War 002_page_16,The Forever War 002,16,story,story,0.018,0.039,0.453,0.018,0.262,0.023,0.118,0.025,0.043
The Forever War 002_page_17,The Forever War 002,17,story,story,0.018,0.031,0.413,0.017,0.307,0.023,0.121,0.03,0.04
The Forever War 002_page_18,The Forever War 002,18,story,story,0.018,0.027,0.418,0.018,0.302,0.022,0.121,0.034,0.04
The Forever War 002_page_19,The Forever War 002,19,story,first-page,0.019,0.027,0.321,0.017,0.376,0.026,0.14,0.038,0.037
The Forever War 002_page_20,The Forever War 002,20,story,story,0.018,0.036,0.444,0.018,0.288,0.026,0.106,0.026,0.038
The Forever War 002_page_21,The Forever War 002,21,story,story,0.019,0.034,0.426,0.019,0.301,0.022,0.117,0.025,0.036
The Forever War 002_page_22,The Forever War 002,22,story,story,0.017,0.036,0.435,0.017,0.288,0.025,0.109,0.027,0.047
The Forever War 002_page_23,The Forever War 002,23,story,story,0.017,0.029,0.43,0.018,0.286,0.021,0.123,0.033,0.042
The Forever War 002_page_24,The Forever War 002,24,art,advertisement,0.702,0.017,0.023,0.016,0.014,0.02,0.031,0.032,0.145
The Forever War 002_page_25,The Forever War 002,25,art,advertisement,0.635,0.024,0.028,0.018,0.018,0.031,0.043,0.027,0.176
